300131 英唐智控 日线 前复权
      日期	    开盘	    最高	    最低	    收盘	    成交量	    成交额
20101019,2.27,2.61,2.06,2.29,7207600,313808672.00
20101020,2.13,2.32,2.13,2.31,4752585,206149936.00
20101021,2.22,2.54,2.21,2.47,4183868,192859520.00
20101022,2.42,2.57,2.38,2.43,3206342,152143888.00
20101025,2.40,2.43,2.34,2.38,2222296,101719072.00
20101026,2.36,2.50,2.22,2.49,3666160,167885232.00
20101027,2.41,2.76,2.40,2.68,3975350,197396560.00
20101028,2.67,2.74,2.56,2.66,2859566,146031696.00
20101029,2.66,2.83,2.63,2.66,2941018,152995648.00
20101101,2.62,2.84,2.60,2.76,3320046,173550608.00
20101102,2.73,2.79,2.67,2.74,2231272,116563480.00
20101103,2.68,2.68,2.44,2.44,2199409,106180992.00
20101104,2.38,2.44,2.37,2.40,1460982,67729864.00
20101105,2.42,2.43,2.39,2.40,1099427,51088440.00
20101108,2.40,2.47,2.40,2.46,1165328,54878784.00
20101109,2.45,2.48,2.42,2.47,906004,42755796.00
20101110,2.46,2.53,2.45,2.49,1118262,53793096.00
20101111,2.48,2.58,2.47,2.47,1263017,61403044.00
20101112,2.46,2.53,2.34,2.34,1179865,55201376.00
20101115,2.34,2.46,2.34,2.45,944782,43792560.00
20101116,2.46,2.52,2.37,2.40,1061539,50251948.00
20101117,2.42,2.47,2.38,2.43,773584,36218760.00
20101118,2.42,2.50,2.39,2.46,763641,36046296.00
20101119,2.46,2.59,2.44,2.58,1473893,71484376.00
20101122,2.55,2.64,2.53,2.55,1621729,80679624.00
20101123,2.55,2.55,2.47,2.53,980169,47242040.00
20101124,2.51,2.62,2.51,2.62,1233657,61427328.00
20101125,2.61,2.63,2.53,2.55,1086354,53541056.00
20101126,2.55,2.59,2.53,2.57,729231,35897072.00
20101129,2.57,2.67,2.56,2.65,1011720,50909184.00
20101130,2.64,2.68,2.47,2.58,1130549,55513320.00
20101201,2.58,2.60,2.54,2.54,494501,24298708.00
20101202,2.57,2.58,2.53,2.54,457438,22351242.00
20101203,2.57,2.61,2.51,2.59,834319,41021296.00
20101206,2.59,2.66,2.53,2.54,730437,36375984.00
20101207,2.52,2.54,2.43,2.54,520038,24903296.00
20101208,2.54,2.62,2.52,2.56,695892,34483364.00
20101209,2.56,2.62,2.50,2.58,960485,47383972.00
20101210,2.56,2.70,2.56,2.66,1045756,52994884.00
20101213,2.66,2.95,2.66,2.95,1753236,95447544.00
20101214,3.01,3.10,2.95,3.06,2228624,127977200.00
20101215,3.02,3.09,2.97,3.05,1042572,60046980.00
20101216,3.05,3.18,2.99,3.01,1157377,67546592.00
20101217,2.97,3.09,2.96,3.09,743807,42449484.00
20101220,3.13,3.41,3.13,3.24,1937095,119003416.00
20101221,3.21,3.28,3.16,3.22,870118,52696604.00
20101222,3.21,3.26,3.15,3.23,468780,28273828.00
20101223,3.23,3.25,2.94,2.99,882198,51321248.00
20101224,2.95,3.06,2.85,2.89,671691,37336860.00
20101227,2.89,2.98,2.67,2.71,857030,46130232.00
20101228,2.71,2.75,2.65,2.73,448859,23126870.00
20101229,2.73,2.80,2.69,2.78,437802,22942328.00
20101230,2.78,2.80,2.72,2.76,422987,22260732.00
20101231,2.75,3.04,2.75,3.00,831039,45925536.00
20110104,2.97,3.15,2.96,3.08,936315,54332036.00
20110105,3.02,3.15,3.02,3.07,484490,28206326.00
20110106,3.05,3.08,2.90,2.92,785091,44058924.00
20110107,2.92,2.97,2.89,2.95,423013,23583648.00
20110110,2.89,2.95,2.85,2.89,238694,13121513.00
20110111,2.84,2.87,2.66,2.68,742528,38551840.00
20110112,2.68,2.75,2.62,2.73,375144,19363176.00
20110113,2.73,2.75,2.70,2.71,289652,15042282.00
20110114,2.71,2.72,2.54,2.57,640047,31902788.00
20110117,2.54,2.56,2.35,2.41,649654,30576802.00
20110118,2.37,2.41,2.34,2.39,314245,14419406.00
20110119,2.38,2.51,2.37,2.45,400546,18939914.00
20110120,2.40,2.54,2.29,2.46,1972899,90790752.00
20110121,2.38,2.46,2.36,2.41,1194635,55159004.00
20110124,2.39,2.50,2.29,2.38,988059,45784316.00
20110125,2.33,2.43,2.33,2.40,538877,24888494.00
20110127,2.41,2.47,2.33,2.45,753002,34900900.00
20110128,2.45,2.51,2.43,2.50,483527,22958954.00
20110131,2.48,2.52,2.46,2.49,451649,21616876.00
20110201,2.50,2.50,2.40,2.43,521221,24479972.00
20110209,2.41,2.41,2.30,2.32,552830,25211040.00
20110210,2.32,2.47,2.32,2.46,676156,31393036.00
20110211,2.48,2.52,2.45,2.51,513606,24589860.00
20110214,2.52,2.57,2.49,2.54,580683,28240222.00
20110215,2.58,2.62,2.54,2.57,820245,40474484.00
20110216,2.55,2.67,2.53,2.66,792071,39605328.00
20110217,2.66,2.76,2.66,2.71,1057826,54539572.00
20110218,2.70,2.72,2.61,2.64,545007,27659372.00
20110221,2.70,2.70,2.61,2.70,417802,21380722.00
20110222,2.69,2.74,2.51,2.54,769272,38508816.00
20110223,2.57,2.74,2.53,2.72,837986,42567668.00
20110224,2.70,2.82,2.66,2.72,789182,41325012.00
20110225,2.67,2.67,2.55,2.61,727832,36215300.00
20110228,2.59,2.61,2.54,2.59,534625,26396192.00
20110301,2.59,2.66,2.59,2.61,462201,23203348.00
20110302,2.61,2.62,2.53,2.56,442325,21746820.00
20110303,2.57,2.62,2.53,2.54,554724,27398286.00
20110304,2.54,2.70,2.50,2.69,828257,42150012.00
20110307,2.71,2.80,2.70,2.74,554764,28992822.00
20110308,2.77,2.85,2.73,2.84,653994,34986156.00
20110309,2.83,2.98,2.83,2.97,1040791,57967404.00
20110310,2.97,3.13,2.93,3.07,1049391,60395864.00
20110311,3.05,3.17,2.89,3.00,2594003,149478192.00
20110314,2.95,2.99,2.87,2.91,1176285,65101084.00
20110315,2.89,2.98,2.88,2.93,1025769,56837484.00
20110316,2.93,2.95,2.89,2.91,670200,36945624.00
20110317,2.87,2.89,2.75,2.78,713106,38164820.00
20110318,2.79,2.84,2.79,2.81,305206,16361417.00
20110321,2.81,2.83,2.77,2.78,399508,21210700.00
20110322,2.78,2.80,2.70,2.74,582930,30424964.00
20110323,2.74,2.85,2.73,2.83,495087,26475220.00
20110324,2.83,2.84,2.80,2.80,376392,20196068.00
20110325,2.81,2.86,2.81,2.83,487309,26351024.00
20110328,2.83,2.84,2.74,2.75,458440,24324352.00
20110329,2.74,2.75,2.56,2.58,665697,33477394.00
20110330,2.58,2.61,2.52,2.57,358301,17581278.00
20110401,2.55,2.59,2.51,2.59,406842,19859048.00
20110406,2.59,2.59,2.51,2.53,284733,13852597.00
20110407,2.55,2.57,2.49,2.54,303346,14755346.00
20110408,2.54,2.60,2.53,2.59,277691,13747620.00
20110411,2.62,2.64,2.58,2.59,346848,17276772.00
20110412,2.59,2.62,2.58,2.58,290957,14524639.00
20110413,2.59,2.66,2.58,2.65,330366,16669860.00
20110414,2.70,2.70,2.59,2.59,498937,25069288.00
20110415,2.61,2.61,2.48,2.52,698093,15243315.00
20110418,2.51,2.51,2.40,2.41,672042,14219029.00
20110419,2.41,2.41,2.27,2.34,956464,19569872.00
20110420,2.38,2.41,2.35,2.40,921691,19130970.00
20110421,2.38,2.40,2.31,2.36,776031,15961402.00
20110422,2.36,2.39,2.32,2.36,552637,11354661.00
20110425,2.28,2.32,2.11,2.15,1164566,22728076.00
20110426,2.10,2.19,2.10,2.15,447052,8483197.00
20110427,2.18,2.19,2.03,2.06,419030,7786965.50
20110428,2.08,2.09,1.86,1.91,813760,14250352.00
20110429,1.91,1.94,1.84,1.93,482663,8158522.50
20110503,1.92,2.14,1.92,2.14,1151092,21190156.00
20110504,2.21,2.33,2.15,2.17,2473727,48313904.00
20110505,2.15,2.26,2.07,2.19,1233838,23670152.00
20110506,2.18,2.21,2.12,2.16,674656,12843295.00
20110509,2.18,2.29,2.14,2.28,1254166,24683336.00
20110511,2.28,2.28,2.16,2.27,814510,15926635.00
20110512,2.24,2.27,2.20,2.20,550808,10779116.00
20110513,2.21,2.24,2.18,2.22,544368,10595512.00
20110516,2.23,2.23,2.20,2.21,450995,8760642.00
20110517,2.22,2.27,2.21,2.22,428186,8419366.00
20110518,2.19,2.23,2.18,2.20,497879,9623987.00
20110519,2.22,2.22,2.14,2.15,714647,13741958.00
20110520,2.14,2.18,2.14,2.15,357977,6803884.50
20110523,2.15,2.15,2.02,2.03,985481,17964138.00
20110524,2.00,2.21,1.99,2.13,529236,9812778.00
20110525,2.10,2.21,2.10,2.14,630334,12011502.00
20110526,2.14,2.19,2.11,2.11,212120,3998764.00
20110527,2.11,2.11,2.04,2.08,401394,7364066.00
20110530,2.08,2.12,2.04,2.06,295981,5451528.50
20110531,2.06,2.10,2.05,2.10,197344,3614907.50
20110601,2.11,2.14,2.08,2.11,178894,3332055.25
20110602,2.07,2.10,2.06,2.08,315007,5765729.00
20110603,2.08,2.12,2.06,2.10,153090,2835563.75
20110607,2.08,2.11,2.07,2.11,261034,4830140.50
20110608,2.08,2.14,2.08,2.13,287955,5385848.50
20110609,2.12,2.19,2.12,2.15,508943,9689578.00
20110610,2.12,2.19,2.12,2.19,324357,6157198.00
20110613,2.17,2.27,2.17,2.26,475754,9270582.00
20110614,2.27,2.34,2.27,2.28,514230,10339573.00
20110615,2.26,2.32,2.26,2.29,391539,7841447.50
20110616,2.26,2.30,2.22,2.22,467246,9268754.00
20110617,2.19,2.28,2.19,2.25,630003,12357930.00
20110620,2.22,2.27,2.21,2.25,296337,5852097.50
20110621,2.25,2.26,2.21,2.23,200002,3909558.00
20110622,2.26,2.26,2.21,2.22,201580,3935929.50
20110623,2.22,2.28,2.20,2.27,288586,5691286.50
20110624,2.24,2.32,2.22,2.31,551308,11073351.00
20110627,2.31,2.37,2.29,2.31,412555,8380167.00
20110628,2.31,2.33,2.26,2.29,251688,5044367.50
20110629,2.28,2.29,2.24,2.25,351232,6959374.00
20110701,2.28,2.32,2.26,2.27,282890,5674511.00
20110704,2.30,2.32,2.26,2.32,554848,11138379.00
20110705,2.32,2.33,2.30,2.31,376610,7630957.00
20110706,2.31,2.37,2.28,2.36,532778,10835788.00
20110707,2.36,2.39,2.33,2.36,528277,10881117.00
20110708,2.32,2.36,2.30,2.34,257720,5245954.00
20110711,2.35,2.35,2.33,2.33,272140,5564634.00
20110712,2.31,2.31,2.26,2.30,648773,12971075.00
20110713,2.28,2.34,2.28,2.31,321781,6512779.00
20110714,2.31,2.35,2.29,2.34,510801,10345594.00
20110715,2.33,2.43,2.31,2.39,823793,17092480.00
20110718,2.39,2.42,2.35,2.36,575932,11961436.00
20110719,2.34,2.35,2.29,2.29,490041,9900638.00
20110720,2.32,2.39,2.31,2.32,330452,6786864.00
20110721,2.31,2.32,2.29,2.29,216000,4355795.50
20110722,2.28,2.33,2.28,2.29,240632,4843139.00
20110725,2.30,2.32,2.22,2.23,599090,11830624.00
20110726,2.23,2.23,2.19,2.20,264045,5124514.50
20110727,2.21,2.23,2.19,2.23,185890,3614005.50
20110728,2.24,2.31,2.22,2.27,313153,6243662.00
20110729,2.28,2.28,2.20,2.21,244796,4792558.50
20110801,2.19,2.24,2.17,2.21,141093,2733020.75
20110802,2.18,2.23,2.17,2.23,116416,2249630.50
20110803,2.23,2.48,2.21,2.48,1674238,35495096.00
20110804,2.52,2.55,2.36,2.37,1913565,41136572.00
20110805,2.19,2.32,2.19,2.29,839527,16651688.00
20110808,2.19,2.26,2.11,2.16,720408,13798503.00
20110809,2.09,2.15,2.04,2.11,373012,6909013.00
20110810,2.14,2.19,2.13,2.18,297425,5687586.00
20110811,2.07,2.37,2.07,2.30,720512,14447746.00
20110815,2.31,2.33,2.27,2.31,446664,9001410.00
20110816,2.31,2.48,2.28,2.39,913008,19193548.00
20110817,2.37,2.39,2.30,2.38,457577,9423174.00
20110818,2.41,2.43,2.36,2.36,480782,10011800.00
20110819,2.29,2.43,2.29,2.42,769894,16078047.00
20110822,2.43,2.54,2.40,2.53,1361242,29474400.00
20110823,2.54,2.54,2.46,2.53,761382,16514686.00
20110824,2.53,2.53,2.47,2.47,904285,19576792.00
20110825,2.47,2.49,2.41,2.47,621136,13246355.00
20110826,2.45,2.48,2.44,2.46,421413,9047174.00
20110829,2.47,2.47,2.41,2.45,264389,5620450.50
20110830,2.45,2.47,2.41,2.44,349860,7435258.50
20110831,2.43,2.45,2.38,2.44,229527,4851539.00
20110901,2.46,2.49,2.43,2.44,201791,4308418.00
20110902,2.42,2.44,2.38,2.42,173727,3647015.00
20110905,2.41,2.46,2.33,2.33,260202,5400982.00
20110906,2.37,2.37,2.24,2.24,249215,4988452.50
20110907,2.27,2.30,2.23,2.29,140830,2809137.75
20110908,2.29,2.30,2.25,2.26,137581,2757265.00
20110909,2.26,2.27,2.20,2.22,135860,2661982.75
20110913,2.20,2.20,2.12,2.14,116374,2197680.75
20110914,2.17,2.18,2.13,2.18,159884,3030246.00
20110915,2.17,2.21,2.14,2.18,180220,3454363.50
20110916,2.16,2.20,2.16,2.19,87740,1683988.00
20110919,2.16,2.18,2.13,2.14,115715,2183592.00
20110920,2.16,2.18,2.14,2.17,138470,2624711.00
20110921,2.17,2.22,2.14,2.22,167780,3241047.25
20110922,2.24,2.25,2.12,2.15,185620,3531947.00
20110923,2.10,2.14,2.09,2.11,141400,2630107.00
20110926,2.13,2.13,2.04,2.04,115000,2115014.00
20110927,2.05,2.13,2.03,2.05,92356,1682216.88
20110928,2.07,2.08,1.92,1.97,96100,1717016.50
20110929,1.98,1.98,1.86,1.87,168882,2868951.00
20110930,1.87,1.90,1.87,1.89,48702,818839.94
20111010,1.84,1.97,1.84,1.86,44000,740392.06
20111011,1.93,1.93,1.85,1.88,54752,922268.75
20111012,1.83,1.94,1.83,1.93,133364,2270649.75
20111013,1.93,1.97,1.91,1.95,152124,2645983.50
20111014,1.93,1.95,1.92,1.93,63220,1086930.63
20111017,1.97,1.97,1.92,1.95,121980,2110180.75
20111018,1.89,1.95,1.88,1.90,179300,3045181.50
20111019,1.97,2.11,1.88,1.93,85399,1471479.88
20111020,1.92,1.92,1.78,1.89,122740,2055143.25
20111021,1.90,1.90,1.82,1.83,82421,1358350.50
20111024,1.80,1.87,1.80,1.84,72098,1186424.25
20111025,1.84,1.89,1.81,1.89,294677,4910101.00
20111026,1.85,2.03,1.82,2.02,541249,9424472.00
20111027,1.99,2.06,1.99,2.06,325911,5862036.00
20111028,2.28,2.28,2.07,2.11,444968,8378240.00
20111031,2.07,2.19,2.07,2.19,572039,10901876.00
20111101,2.16,2.18,2.09,2.14,254109,4778054.00
20111102,2.13,2.15,2.07,2.15,340250,6332380.00
20111103,2.18,2.19,2.08,2.14,386868,7337985.00
20111104,2.16,2.17,2.11,2.12,184217,3463274.00
20111107,2.09,2.13,2.09,2.11,169138,3152834.50
20111108,2.11,2.13,2.08,2.08,154491,2875597.00
20111109,2.09,2.13,2.07,2.11,114170,2116457.00
20111110,2.11,2.22,2.07,2.17,909974,17402120.00
20111114,2.19,2.24,2.18,2.20,523870,10130689.00
20111115,2.22,2.28,2.18,2.28,1286158,25169728.00
20111116,2.29,2.42,2.27,2.31,1211522,24657162.00
20111117,2.31,2.40,2.25,2.34,1211788,24613608.00
20111118,2.30,2.33,2.24,2.28,720399,14378125.00
20111121,2.28,2.28,2.24,2.28,338929,6716792.50
20111122,2.27,2.31,2.25,2.30,353288,7062125.00
20111123,2.30,2.32,2.26,2.29,360120,7199842.50
20111124,2.28,2.39,2.26,2.37,718829,14650443.00
20111125,2.38,2.41,2.28,2.32,608089,12408757.00
20111128,2.33,2.34,2.25,2.28,211700,4235118.00
20111129,2.33,2.53,2.26,2.42,1725577,36496484.00
20111130,2.40,2.49,2.31,2.38,1070932,22481082.00
20111201,2.43,2.46,2.38,2.44,854579,18005382.00
20111202,2.43,2.44,2.35,2.40,602960,12557126.00
20111205,2.40,2.40,2.28,2.28,409335,8293396.50
20111206,2.27,2.30,2.19,2.25,439232,8606576.00
20111207,2.28,2.28,2.20,2.22,264182,5156560.50
20111208,2.23,2.46,2.21,2.43,1432503,29672774.00
20111209,2.40,2.41,2.26,2.30,856472,17481558.00
20111212,2.26,2.31,2.23,2.24,221062,4407193.50
20111213,2.23,2.26,2.12,2.20,354281,6819263.00
20111214,2.19,2.19,2.08,2.14,247572,4655385.00
20111215,2.15,2.15,2.06,2.07,178799,3296139.00
20111216,2.10,2.20,2.06,2.19,205488,3856046.75
20111219,2.18,2.18,2.07,2.16,187980,3534234.50
